                    ************************************************************************************************
                    *  Z= 24 A= 52: Positive-Parity Spin-dependent Level Density [MeV-1] for Cr 52 and ldmodel= 5  *
 180.00  5.140  1.73E+23 8.73E+21 1.37E+23 1.10E+20 1.19E+20 3.35E+20 3.35E+20 5.23E+20 4.76E+20 6.04E+20 5.36E+20 6.03E+20 5.13E+20 5.26E+20 4.46E+20 4.29E+20 3.43E+20 3.03E+20 2.43E+20 2.04E+20 1.50E+20 1.23E+20 8.96E+19 6.84E+19 4.65E+19 3.34E+19 2.25E+19 1.59E+19 9.77E+18 6.57E+18 3.96E+18 2.50E+18 1.41E+18
 190.00  5.281  9.81E+23 4.87E+22 7.80E+23 6.03E+20 6.51E+20 1.83E+21 1.83E+21 2.87E+21 2.62E+21 3.32E+21 2.96E+21 3.34E+21 2.86E+21 2.94E+21 2.51E+21 2.43E+21 1.95E+21 1.73E+21 1.40E+21 1.18E+21 8.77E+20 7.26E+20 5.36E+20 4.12E+20 2.83E+20 2.06E+20 1.41E+20 1.01E+20 6.28E+19 4.29E+19 2.63E+19 1.69E+19 9.76E+18
 200.00  5.418  4.73E+24 2.21E+23 3.66E+24 2.74E+21 2.95E+21 8.32E+21 8.33E+21 1.30E+22 1.19E+22 1.52E+22 1.35E+22 1.53E+22 1.32E+22 1.36E+22 1.16E+22 1.13E+22 9.17E+21 8.19E+21 6.66E+21 5.65E+21 4.23E+21 3.53E+21 2.62E+21 2.04E+21 1.41E+21 1.04E+21 7.15E+20 5.18E+20 3.27E+20 2.26E+20 1.41E+20 9.12E+19 5.37E+19

                    ************************************************************************************************
                    *  Z= 24 A= 52: Negative-Parity Spin-dependent Level Density [MeV-1] for Cr 52 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT     J=00     J=01     J=02     J=03     J=04     J=05     J=06     J=07     J=08     J=09     J=10     J=11     J=12     J=13     J=14     J=15     J=16     J=17     J=18     J=19     J=20     J=21     J=22     J=23     J=24     J=25     J=26     J=27     J=28     J=29
   0.25  0.192  2.50E-31 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.271  5.00E-31 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.332  7.50E-31 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.383  1.00E-30 0.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.428  2.03E-01 0.00E+00 9.00E-28 7.05E-01 1.00E-30 1.03E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.469  3.39E-01 0.00E+00 9.00E-28 2.95E-01 1.00E-30 1.46E-01 1.00E-30 1.03E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.507  3.86E-01 0.00E+00 9.00E-28 1.00E-30 1.00E-30 4.30E-02 1.00E-30 1.46E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.542  6.76E-01 0.00E+00 9.00E-28 1.03E-01 1.00E-30 1.03E-01 1.03E-01 8.54E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.575  1.12E+00 0.00E+00 9.00E-28 1.46E-01 1.00E-30 2.49E-01 2.49E-01 1.15E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.606  1.64E+00 0.00E+00 9.00E-28 1.46E-01 1.00E-30 2.92E-01 2.92E-01 1.15E+00 1.03E-01 1.03E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.635  2.37E+00 0.00E+00 9.00E-28 8.54E-01 1.00E-30 2.92E-01 2.92E-01 1.25E+00 1.46E-01 1.46E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.664  3.28E+00 0.00E+00 9.00E-28 1.06E+00 1.03E-01 3.95E-01 2.92E-01 1.39E+00 2.49E-01 1.46E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.691  4.47E+00 0.00E+00 9.00E-28 1.02E+00 1.78E-01 5.40E-01 9.96E-01 1.44E+00 3.95E-01 2.49E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.717  6.58E+00 0.00E+00 9.00E-28 1.22E+00 4.41E-01 1.39E+00 1.59E+00 2.17E+00 1.04E+00 8.97E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.742  9.26E+00 0.00E+00 9.00E-28 6.03E-01 5.46E-01 2.03E+00 1.93E+00 2.88E+00 1.39E+00 1.35E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.766  1.19E+01 1.44E+00 9.00E-28 2.97E-01 4.43E-01 1.96E+00 2.02E+00 2.39E+00 1.64E+00 1.54E+00 1.03E-01 1.03E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.790  1.48E+01 1.73E+00 9.00E-28 1.10E+00 3.68E-01 1.77E+00 1.25E+00 3.10E+00 1.93E+00 1.68E+00 2.49E-01 1.46E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.813  1.94E+01 2.17E+00 9.00E-28 1.87E+00 1.53E+00 3.29E+00 1.65E+00 3.64E+00 2.12E+00 2.29E+00 1.10E+00 7.48E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.835  2.61E+01 4.50E+00 9.00E-28 2.29E+00 2.24E+00 5.58E+00 2.61E+00 4.14E+00 3.85E+00 3.26E+00 1.64E+00 1.20E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.857  3.64E+01 3.35E+00 6.07E+00 4.08E+00 3.28E+00 7.48E+00 4.47E+00 5.97E+00 5.68E+00 4.92E+00 2.39E+00 1.85E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.899  6.14E+01 1.40E+01 1.27E+01 4.14E+00 2.64E+00 8.25E+00 6.39E+00 9.17E+00 6.10E+00 5.77E+00 2.89E+00 2.28E+00 1.03E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.938  1.03E+02 1.69E+01 2.42E+01 6.16E+00 8.38E+00 1.17E+01 9.38E+00 1.52E+01 7.41E+00 8.36E+00 6.17E+00 3.84E+00 1.70E+00 7.05E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.977  1.78E+02 2.59E+01 9.30E+01 8.36E+00 1.31E+01 2.34E+01 1.81E+01 1.81E+01 1.45E+01 1.65E+01 1.14E+01 7.82E+00 4.47E+00 1.98E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  1.014  2.71E+02 7.62E+01 1.32E+02 1.05E+01 1.12E+01 2.70E+01 2.49E+01 2.53E+01 2.02E+01 2.00E+01 1.26E+01 1.02E+01 5.16E+00 2.51E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  1.049  4.27E+02 9.11E+01 2.05E+02 1.62E+01 1.95E+01 4.08E+01 4.10E+01 4.74E+01 3.47E+01 2.97E+01 2.20E+01 1.75E+01 9.70E+00 6.79E+00 1.58E+00 7.28E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  1.084  6.74E+02 1.71E+02 5.61E+02 2.30E+01 2.68E+01 5.93E+01 5.92E+01 6.97E+01 5.31E+01 4.64E+01 3.28E+01 2.61E+01 1.59E+01 1.02E+01 3.25E+00 9.79E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  1.117  9.97E+02 3.40E+02 7.92E+02 2.91E+01 3.76E+01 7.66E+01 7.20E+01 9.31E+01 6.74E+01 6.40E+01 4.29E+01 3.49E+01 2.11E+01 1.11E+01 5.24E+00 1.85E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  1.149  1.50E+03 3.86E+02 1.43E+03 3.78E+01 5.50E+01 1.05E+02 1.09E+02 1.41E+02 1.06E+02 1.04E+02 6.77E+01 5.42E+01 3.58E+01 2.21E+01 1.22E+01 5.71E+00 1.46E+00 7.28E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  1.181  2.27E+03 7.58E+02 2.89E+03 5.19E+01 6.85E+01 1.51E+02 1.59E+02 1.96E+02 1.59E+02 1.53E+02 9.71E+01 7.89E+01 5.01E+01 3.17E+01 1.93E+01 9.02E+00 2.76E+00 9.78E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.212  3.33E+03 1.24E+03 3.62E+03 8.15E+01 9.42E+01 2.28E+02 2.23E+02 2.63E+02 2.25E+02 2.02E+02 1.44E+02 1.13E+02 6.84E+01 4.50E+01 2.69E+01 1.34E+01 4.76E+00 1.72E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.271  7.68E+03 2.67E+03 1.15E+04 1.31E+02 1.65E+02 3.86E+02 3.77E+02 4.93E+02 4.14E+02 3.97E+02 2.82E+02 2.22E+02 1.39E+02 8.97E+01 5.20E+01 2.98E+01 1.27E+01 4.83E+00 8.53E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.327  1.61E+04 5.63E+03 2.64E+04 2.12E+02 2.89E+02 6.94E+02 6.97E+02 8.79E+02 7.47E+02 7.29E+02 5.28E+02 4.33E+02 2.83E+02 1.89E+02 1.08E+02 6.51E+01 3.48E+01 1.49E+01 5.49E+00 2.51E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.381  3.25E+04 1.11E+04 5.62E+04 4.16E+02 5.64E+02 1.29E+03 1.29E+03 1.58E+03 1.37E+03 1.34E+03 9.84E+02 8.25E+02 5.53E+02 3.75E+02 2.18E+02 1.26E+02 6.71E+01 3.36E+01 1.43E+01 3.89E+00 1.58E+00 7.91E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.434  6.27E+04 2.25E+04 1.15E+05 7.55E+02 9.89E+02 2.18E+03 2.17E+03 2.75E+03 2.35E+03 2.32E+03 1.80E+03 1.49E+03 1.05E+03 7.45E+02 4.58E+02 2.68E+02 1.47E+02 7.65E+01 3.54E+01 1.39E+01 5.34E+00 9.89E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.484  1.16E+05 4.34E+04 2.39E+05 1.19E+03 1.56E+03 3.52E+03 3.50E+03 4.54E+03 3.87E+03 3.81E+03 2.94E+03 2.53E+03 1.74E+03 1.22E+03 7.46E+02 4.40E+02 2.34E+02 1.19E+02 5.18E+01 1.99E+01 4.95E+00 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.533  2.11E+05 7.77E+04 4.66E+05 1.93E+03 2.55E+03 5.73E+03 5.72E+03 7.32E+03 6.28E+03 6.49E+03 4.91E+03 4.29E+03 3.01E+03 2.15E+03 1.33E+03 8.12E+02 4.50E+02 2.38E+02 1.10E+02 4.50E+01 1.43E+01 4.97E+00 1.85E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.580  3.73E+05 1.31E+05 8.64E+05 3.02E+03 4.01E+03 9.18E+03 9.24E+03 1.20E+04 1.03E+04 1.05E+04 8.11E+03 7.11E+03 5.06E+03 3.76E+03 2.35E+03 1.48E+03 8.19E+02 4.29E+02 2.01E+02 8.72E+01 2.97E+01 8.19E+00 1.20E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  18.00  1.625  6.41E+05 2.21E+05 1.47E+06 4.94E+03 6.43E+03 1.48E+04 1.48E+04 1.90E+04 1.65E+04 1.70E+04 1.31E+04 1.17E+04 8.32E+03 6.16E+03 3.98E+03 2.49E+03 1.46E+03 7.91E+02 3.79E+02 1.82E+02 7.28E+01 2.30E+01 5.79E+00 1.07E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  19.00  1.670  1.08E+06 3.69E+05 2.53E+06 7.82E+03 1.01E+04 2.32E+04 2.30E+04 3.00E+04 2.62E+04 2.70E+04 2.12E+04 1.88E+04 1.36E+04 1.01E+04 6.61E+03 4.24E+03 2.48E+03 1.38E+03 6.89E+02 3.21E+02 1.35E+02 5.22E+01 1.52E+01 2.80E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  20.00  1.713  1.79E+06 5.79E+05 4.28E+06 1.17E+04 1.51E+04 3.50E+04 3.50E+04 4.64E+04 4.06E+04 4.18E+04 3.28E+04 2.96E+04 2.12E+04 1.60E+04 1.04E+04 6.86E+03 4.03E+03 2.31E+03 1.18E+03 5.60E+02 2.33E+02 9.18E+01 2.64E+01 5.85E+00 1.35E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  22.50  1.817  7.00E+06 1.68E+06 1.32E+07 3.24E+04 4.15E+04 9.82E+04 9.83E+04 1.31E+05 1.15E+05 1.21E+05 9.58E+04 8.80E+04 6.40E+04 5.01E+04 3.30E+04 2.23E+04 1.34E+04 7.91E+03 4.10E+03 2.00E+03 8.61E+02 3.43E+02 1.22E+02 3.52E+01 6.69E+00 9.87E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  25.00  1.916  2.12E+07 4.39E+06 3.72E+07 8.48E+04 1.07E+05 2.56E+05 2.56E+05 3.45E+05 3.06E+05 3.26E+05 2.60E+05 2.44E+05 1.80E+05 1.44E+05 9.68E+04 6.72E+04 4.12E+04 2.52E+04 1.34E+04 6.93E+03 3.16E+03 1.38E+03 5.26E+02 1.76E+02 4.72E+01 7.70E+00 1.64E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  30.00  2.098  1.83E+08 2.35E+07 2.22E+08 4.59E+05 5.71E+05 1.38E+06 1.38E+06 1.90E+06 1.69E+06 1.86E+06 1.51E+06 1.46E+06 1.10E+06 9.22E+05 6.39E+05 4.67E+05 2.99E+05 1.95E+05 1.09E+05 6.24E+04 3.07E+04 1.51E+04 6.43E+03 2.56E+03 9.08E+02 2.62E+02 6.28E+01 2.28E+01 2.37E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  40.00  2.423  6.03E+09 3.88E+08 4.16E+09 7.66E+06 9.18E+06 2.29E+07 2.27E+07 3.21E+07 2.88E+07 3.29E+07 2.72E+07 2.75E+07 2.15E+07 1.91E+07 1.38E+07 1.11E+07 7.55E+06 5.52E+06 3.39E+06 2.23E+06 1.22E+06 7.21E+05 3.55E+05 1.76E+05 7.55E+04 3.11E+04 1.12E+04 3.66E+03 9.51E+02 4.33E+02 8.77E+01 8.72E+00 2.61E-01
  50.00  2.709  7.98E+10 4.86E+09 5.52E+10 9.15E+07 1.06E+08 2.71E+08 2.67E+08 3.81E+08 3.42E+08 3.95E+08 3.28E+08 3.36E+08 2.65E+08 2.41E+08 1.78E+08 1.49E+08 1.04E+08 8.01E+07 5.20E+07 3.71E+07 2.19E+07 1.45E+07 7.96E+06 4.65E+06 2.29E+06 1.16E+06 5.08E+05 2.21E+05 8.03E+04 2.81E+04 8.06E+03 1.99E+03 7.80E+02
  60.00  2.968  1.21E+12 7.56E+10 8.55E+11 1.32E+09 1.51E+09 4.04E+09 4.03E+09 5.99E+09 5.19E+09 6.17E+09 5.08E+09 5.27E+09 4.07E+09 3.74E+09 2.83E+09 2.40E+09 1.66E+09 1.25E+09 8.57E+08 6.02E+08 3.61E+08 2.48E+08 1.46E+08 9.04E+07 4.74E+07 2.68E+07 1.34E+07 7.26E+06 3.03E+06 1.43E+06 5.42E+05 2.06E+05 6.17E+04
  70.00  3.206  1.69E+13 1.03E+12 1.20E+13 1.74E+10 1.96E+10 5.32E+10 5.31E+10 7.97E+10 6.93E+10 8.34E+10 6.93E+10 7.28E+10 5.67E+10 5.30E+10 4.07E+10 3.51E+10 2.47E+10 1.88E+10 1.31E+10 9.32E+09 5.66E+09 3.89E+09 2.33E+09 1.44E+09 7.66E+08 4.37E+08 2.28E+08 1.29E+08 5.80E+07 3.06E+07 1.32E+07 6.14E+06 2.27E+06
  80.00  3.427  2.11E+14 1.27E+13 1.54E+14 2.07E+11 2.32E+11 6.32E+11 6.32E+11 9.51E+11 8.35E+11 1.01E+12 8.49E+11 8.95E+11 7.08E+11 6.70E+11 5.22E+11 4.56E+11 3.26E+11 2.54E+11 1.81E+11 1.31E+11 8.19E+10 5.79E+10 3.55E+10 2.24E+10 1.23E+10 7.05E+09 3.74E+09 2.11E+09 9.69E+08 5.12E+08 2.29E+08 1.12E+08 4.53E+07
  90.00  3.635  2.37E+15 1.39E+14 1.75E+15 2.21E+12 2.46E+12 6.74E+12 6.73E+12 1.02E+13 9.00E+12 1.10E+13 9.29E+12 9.97E+12 7.95E+12 7.61E+12 6.02E+12 5.34E+12 3.89E+12 3.09E+12 2.25E+12 1.66E+12 1.06E+12 7.66E+11 4.83E+11 3.12E+11 1.77E+11 1.05E+11 5.78E+10 3.35E+10 1.59E+10 8.50E+09 3.90E+09 1.89E+09 7.82E+08
 100.00  3.831  2.39E+16 1.38E+15 1.79E+16 2.11E+13 2.34E+13 6.44E+13 6.44E+13 9.82E+13 8.71E+13 1.07E+14 9.09E+13 9.80E+13 7.90E+13 7.68E+13 6.15E+13 5.53E+13 4.09E+13 3.31E+13 2.46E+13 1.85E+13 1.22E+13 8.99E+12 5.80E+12 3.85E+12 2.25E+12 1.38E+12 7.80E+11 4.69E+11 2.32E+11 1.29E+11 6.16E+10 3.09E+10 1.33E+10
 110.00  4.018  2.19E+17 1.23E+16 1.66E+17 1.85E+14 2.04E+14 5.63E+14 5.63E+14 8.64E+14 7.67E+14 9.50E+14 8.15E+14 8.85E+14 7.21E+14 7.05E+14 5.70E+14 5.19E+14 3.89E+14 3.19E+14 2.40E+14 1.85E+14 1.24E+14 9.28E+13 6.15E+13 4.21E+13 2.53E+13 1.59E+13 9.36E+12 5.77E+12 2.98E+12 1.71E+12 8.54E+11 4.44E+11 2.01E+11
 120.00  4.197  1.85E+18 1.02E+17 1.41E+18 1.48E+15 1.63E+15 4.53E+15 4.53E+15 6.95E+15 6.21E+15 7.71E+15 6.67E+15 7.30E+15 6.00E+15 5.92E+15 4.83E+15 4.44E+15 3.37E+15 2.81E+15 2.14E+15 1.67E+15 1.14E+15 8.73E+14 5.89E+14 4.11E+14 2.53E+14 1.64E+14 9.88E+13 6.27E+13 3.35E+13 1.99E+13 1.03E+13 5.58E+12 2.64E+12
 130.00  4.368  1.45E+19 7.84E+17 1.12E+19 1.11E+16 1.22E+16 3.39E+16 3.39E+16 5.22E+16 4.69E+16 5.84E+16 5.08E+16 5.59E+16 4.63E+16 4.60E+16 3.79E+16 3.51E+16 2.70E+16 2.27E+16 1.75E+16 1.39E+16 9.64E+15 7.49E+15 5.14E+15 3.65E+15 2.30E+15 1.52E+15 9.43E+14 6.12E+14 3.37E+14 2.05E+14 1.10E+14 6.17E+13 3.05E+13
 140.00  4.533  1.06E+20 5.64E+18 8.21E+19 7.80E+16 8.53E+16 2.38E+17 2.38E+17 3.67E+17 3.31E+17 4.14E+17 3.62E+17 4.00E+17 3.34E+17 3.34E+17 2.77E+17 2.59E+17 2.01E+17 1.72E+17 1.34E+17 1.07E+17 7.54E+16 5.93E+16 4.13E+16 2.99E+16 1.91E+16 1.30E+16 8.18E+15 5.42E+15 3.06E+15 1.91E+15 1.06E+15 6.11E+14 3.13E+14
