                    ************************************************************************************************
                    *  Z= 31 A= 67: Positive-Parity Spin-dependent Level Density [MeV-1] for Ga 67 and ldmodel= 5  *
 170.00  4.128  1.62E+26 7.74E+24 1.48E+26 8.03E+22 1.60E+23 2.38E+23 3.13E+23 3.86E+23 4.13E+23 4.52E+23 4.66E+23 4.89E+23 4.72E+23 4.50E+23 4.25E+23 3.97E+23 3.67E+23 3.22E+23 2.83E+23 2.46E+23 2.10E+23 1.74E+23 1.42E+23 1.13E+23 9.16E+22 7.27E+22 5.62E+22 4.27E+22 3.17E+22 2.36E+22 1.75E+22 1.22E+22 8.46E+21
 180.00  4.248  1.12E+27 5.33E+25 1.04E+27 5.42E+23 1.08E+24 1.60E+24 2.12E+24 2.60E+24 2.79E+24 3.06E+24 3.16E+24 3.33E+24 3.23E+24 3.08E+24 2.93E+24 2.75E+24 2.55E+24 2.25E+24 1.98E+24 1.74E+24 1.49E+24 1.24E+24 1.02E+24 8.16E+23 6.66E+23 5.34E+23 4.17E+23 3.18E+23 2.39E+23 1.80E+23 1.35E+23 9.42E+22 6.66E+22
 190.00  4.364  7.46E+27 3.50E+26 6.91E+27 3.48E+24 6.93E+24 1.03E+25 1.36E+25 1.68E+25 1.80E+25 1.98E+25 2.06E+25 2.16E+25 2.10E+25 2.02E+25 1.92E+25 1.81E+25 1.68E+25 1.49E+25 1.32E+25 1.17E+25 1.00E+25 8.43E+24 6.95E+24 5.62E+24 4.61E+24 3.72E+24 2.92E+24 2.25E+24 1.71E+24 1.30E+24 9.82E+23 6.96E+23 4.96E+23
 200.00  4.478  4.12E+28 1.84E+27 3.71E+28 1.82E+25 3.60E+25 5.37E+25 7.08E+25 8.73E+25 9.44E+25 1.04E+26 1.07E+26 1.14E+26 1.11E+26 1.06E+26 1.02E+26 9.62E+25 8.98E+25 7.98E+25 7.09E+25 6.28E+25 5.43E+25 4.59E+25 3.80E+25 3.09E+25 2.55E+25 2.07E+25 1.64E+25 1.27E+25 9.77E+24 7.44E+24 5.66E+24 4.05E+24 2.91E+24

                    ************************************************************************************************
                    *  Z= 31 A= 67: Negative-Parity Spin-dependent Level Density [MeV-1] for Ga 67 and ldmodel= 5  *
                    ************************************************************************************************
 U[MeV]  T[MeV]  NCUMUL   RHOOBS   RHOTOT    J=01/2   J=03/2   J=05/2   J=07/2   J=09/2   J=11/2   J=13/2   J=15/2   J=17/2   J=19/2   J=21/2   J=23/2   J=25/2   J=27/2   J=29/2   J=31/2   J=33/2   J=35/2   J=37/2   J=39/2   J=41/2   J=43/2   J=45/2   J=47/2   J=49/2   J=51/2   J=53/2   J=55/2   J=57/2   J=59/2
   0.25  0.158  2.50E-31 4.00E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.50  0.224  5.00E-31 5.51E+00 9.00E-28 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   0.75  0.274  8.86E-01 6.01E+00 1.59E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.00  0.317  2.21E+00 8.53E+00 2.63E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.25  0.354  3.70E+00 1.70E+01 3.14E+01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.50  0.388  6.38E+00 2.24E+01 4.91E+01 7.02E-03 4.40E-01 1.33E+00 1.00E-30 1.00E-30 2.15E-02 4.40E-01 4.46E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   1.75  0.419  1.14E+01 3.63E+01 9.54E+01 7.92E-03 4.97E-01 1.50E+00 8.80E-01 1.00E-30 2.43E-02 4.97E-01 9.43E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.00  0.448  1.94E+01 4.18E+01 1.40E+02 8.96E-01 9.36E-01 1.54E+00 1.88E+00 1.32E+00 1.79E+00 4.97E-01 1.03E+00 4.46E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.25  0.475  3.15E+01 5.12E+01 2.08E+02 1.01E+00 9.93E-01 1.97E+00 1.99E+00 2.75E+00 2.02E+00 4.97E-01 1.46E+00 1.39E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.50  0.501  4.68E+01 5.67E+01 2.67E+02 1.00E+00 5.77E-01 1.58E+00 4.08E+00 3.02E+00 4.49E+00 2.71E+00 1.07E+00 1.50E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   2.75  0.525  6.65E+01 8.92E+01 3.30E+02 2.33E+00 1.84E+00 2.38E+00 4.92E+00 4.73E+00 6.71E+00 2.99E+00 5.84E-01 1.93E+00 4.40E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.00  0.548  9.23E+01 1.27E+02 3.88E+02 3.35E+00 5.69E+00 5.80E+00 5.95E+00 7.16E+00 6.52E+00 6.72E+00 1.82E+00 1.99E+00 1.39E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.25  0.571  1.32E+02 1.68E+02 6.17E+02 6.44E+00 9.94E+00 1.07E+01 1.05E+01 1.10E+01 8.62E+00 9.20E+00 3.68E+00 1.99E+00 2.77E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.50  0.592  1.90E+02 2.27E+02 8.88E+02 7.91E+00 1.28E+01 1.63E+01 1.62E+01 1.95E+01 1.15E+01 9.87E+00 8.18E+00 2.51E+00 4.29E+00 8.86E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   3.75  0.613  2.69E+02 2.82E+02 1.19E+03 8.13E+00 1.57E+01 2.19E+01 2.34E+01 2.83E+01 1.58E+01 1.42E+01 1.41E+01 5.10E+00 5.36E+00 2.33E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.00  0.633  3.72E+02 3.48E+02 1.59E+03 7.80E+00 1.49E+01 2.52E+01 2.98E+01 3.61E+01 2.66E+01 1.75E+01 1.71E+01 7.72E+00 5.03E+00 3.36E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.25  0.653  5.02E+02 4.68E+02 2.07E+03 8.74E+00 1.92E+01 2.89E+01 3.60E+01 4.14E+01 3.96E+01 2.47E+01 2.00E+01 1.40E+01 4.53E+00 4.78E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.50  0.672  6.75E+02 6.51E+02 2.63E+03 1.96E+01 3.77E+01 4.43E+01 5.00E+01 5.16E+01 5.38E+01 4.04E+01 2.39E+01 2.01E+01 6.63E+00 5.41E+00 1.32E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   4.75  0.690  9.12E+02 8.60E+02 3.58E+03 2.75E+01 5.27E+01 6.90E+01 7.69E+01 6.51E+01 6.61E+01 6.00E+01 2.96E+01 2.83E+01 1.04E+01 5.48E+00 3.57E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.00  0.708  1.25E+03 1.09E+03 5.07E+03 3.90E+01 7.76E+01 1.07E+02 1.16E+02 9.29E+01 8.06E+01 8.18E+01 4.45E+01 3.72E+01 1.86E+01 7.64E+00 7.37E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   5.50  0.743  2.36E+03 1.86E+03 8.85E+03 5.54E+01 1.08E+02 1.56E+02 1.86E+02 1.88E+02 1.41E+02 1.19E+02 8.93E+01 5.68E+01 3.80E+01 1.47E+01 9.97E+00 2.76E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.00  0.776  4.19E+03 3.27E+03 1.56E+04 9.02E+01 1.82E+02 2.41E+02 2.49E+02 2.78E+02 2.65E+02 2.04E+02 1.51E+02 9.43E+01 5.55E+01 3.42E+01 1.08E+01 7.08E+00 4.74E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   6.50  0.807  7.43E+03 5.17E+03 2.78E+04 1.60E+02 3.33E+02 4.48E+02 4.90E+02 4.51E+02 4.17E+02 3.71E+02 2.45E+02 1.77E+02 1.01E+02 6.67E+01 2.69E+01 1.26E+01 5.22E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.00  0.838  1.27E+04 8.35E+03 4.59E+04 2.56E+02 4.97E+02 6.72E+02 8.17E+02 8.15E+02 6.80E+02 5.79E+02 4.23E+02 3.02E+02 1.93E+02 1.03E+02 5.59E+01 2.08E+01 1.33E+01 4.74E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   7.50  0.867  2.09E+04 1.39E+04 7.57E+04 3.79E+02 7.40E+02 1.02E+03 1.14E+03 1.23E+03 1.11E+03 9.28E+02 6.57E+02 4.76E+02 3.19E+02 1.72E+02 9.52E+01 4.16E+01 1.58E+01 4.73E+00 1.00E-30 4.74E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.00  0.896  3.46E+04 2.14E+04 1.28E+05 6.59E+02 1.29E+03 1.79E+03 1.92E+03 1.95E+03 1.72E+03 1.53E+03 1.10E+03 7.72E+02 5.42E+02 3.19E+02 1.67E+02 8.87E+01 2.79E+01 1.44E+01 1.41E+00 9.72E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   8.50  0.923  5.59E+04 3.35E+04 2.04E+05 9.97E+02 1.96E+03 2.68E+03 3.06E+03 3.12E+03 2.71E+03 2.30E+03 1.78E+03 1.27E+03 8.55E+02 5.32E+02 2.78E+02 1.40E+02 6.28E+01 2.42E+01 8.14E+00 1.00E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.00  0.950  8.88E+04 5.32E+04 3.24E+05 1.50E+03 2.98E+03 3.97E+03 4.54E+03 4.62E+03 4.24E+03 3.59E+03 2.64E+03 2.06E+03 1.32E+03 8.65E+02 4.94E+02 2.27E+02 1.23E+02 3.98E+01 2.35E+01 2.90E+00 4.74E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
   9.50  0.976  1.41E+05 7.89E+04 5.20E+05 2.37E+03 4.67E+03 6.43E+03 7.13E+03 7.15E+03 6.43E+03 5.73E+03 4.17E+03 3.15E+03 2.23E+03 1.36E+03 8.74E+02 4.19E+02 2.09E+02 8.81E+01 3.79E+01 7.56E+00 2.87E+00 4.74E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  10.00  1.001  2.19E+05 1.18E+05 7.92E+05 3.30E+03 6.47E+03 9.14E+03 1.05E+04 1.08E+04 9.67E+03 8.43E+03 6.57E+03 4.82E+03 3.49E+03 2.17E+03 1.31E+03 7.00E+02 3.37E+02 1.73E+02 6.02E+01 2.25E+01 5.78E+00 9.72E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  11.00  1.050  5.62E+05 2.57E+05 1.80E+06 7.15E+03 1.41E+04 1.94E+04 2.22E+04 2.32E+04 2.14E+04 1.87E+04 1.47E+04 1.13E+04 7.99E+03 5.32E+03 3.26E+03 1.83E+03 1.00E+03 4.57E+02 2.07E+02 9.10E+01 3.01E+01 7.18E+00 2.62E+00 9.43E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  12.00  1.097  1.30E+06 5.43E+05 3.98E+06 1.47E+04 2.89E+04 4.01E+04 4.65E+04 4.86E+04 4.46E+04 4.01E+04 3.19E+04 2.49E+04 1.83E+04 1.22E+04 7.82E+03 4.51E+03 2.56E+03 1.27E+03 6.27E+02 2.90E+02 1.15E+02 3.54E+01 1.15E+01 3.73E+00 4.76E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  13.00  1.142  2.80E+06 1.08E+06 8.35E+06 2.92E+04 5.75E+04 7.99E+04 9.22E+04 9.62E+04 9.01E+04 8.22E+04 6.56E+04 5.27E+04 3.90E+04 2.72E+04 1.77E+04 1.06E+04 6.16E+03 3.22E+03 1.67E+03 8.09E+02 3.40E+02 1.44E+02 4.78E+01 1.30E+01 2.52E+00 9.48E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  14.00  1.185  5.73E+06 2.06E+06 1.67E+07 5.40E+04 1.07E+05 1.49E+05 1.73E+05 1.84E+05 1.76E+05 1.60E+05 1.31E+05 1.06E+05 7.99E+04 5.69E+04 3.81E+04 2.32E+04 1.41E+04 7.47E+03 4.09E+03 1.98E+03 9.15E+02 3.98E+02 1.40E+02 4.46E+01 1.37E+01 3.97E+00 7.07E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  15.00  1.226  1.12E+07 3.84E+06 3.24E+07 9.69E+04 1.91E+05 2.67E+05 3.16E+05 3.39E+05 3.24E+05 3.01E+05 2.51E+05 2.06E+05 1.59E+05 1.14E+05 7.81E+04 4.88E+04 3.02E+04 1.68E+04 9.23E+03 4.73E+03 2.26E+03 1.03E+03 4.15E+02 1.59E+02 5.12E+01 1.53E+01 3.50E+00 1.18E+00 2.37E-01 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  16.00  1.267  2.13E+07 6.85E+06 6.05E+07 1.73E+05 3.40E+05 4.75E+05 5.60E+05 6.01E+05 5.80E+05 5.47E+05 4.60E+05 3.86E+05 3.02E+05 2.20E+05 1.54E+05 9.94E+04 6.25E+04 3.54E+04 2.02E+04 1.08E+04 5.34E+03 2.53E+03 1.09E+03 4.55E+02 1.52E+02 4.98E+01 1.61E+01 4.93E+00 1.21E+00 1.00E-30 1.00E-30 1.00E-30 1.00E-30
  17.00  1.305  3.90E+07 1.18E+07 1.08E+08 2.90E+05 5.71E+05 8.03E+05 9.50E+05 1.03E+06 1.01E+06 9.56E+05 8.16E+05 6.94E+05 5.49E+05 4.12E+05 2.92E+05 1.92E+05 1.24E+05 7.17E+04 4.18E+04 2.29E+04 1.17E+04 5.66E+03 2.50E+03 1.07E+03 3.93E+02 1.44E+02 4.90E+01 1.47E+01 3.09E+00 9.48E-01 2.37E-01 1.00E-30 1.00E-30
  18.00  1.343  6.92E+07 1.98E+07 1.89E+08 4.67E+05 9.23E+05 1.30E+06 1.56E+06 1.71E+06 1.69E+06 1.61E+06 1.41E+06 1.21E+06 9.69E+05 7.35E+05 5.33E+05 3.56E+05 2.35E+05 1.40E+05 8.32E+04 4.60E+04 2.43E+04 1.21E+04 5.52E+03 2.47E+03 9.69E+02 3.74E+02 1.28E+02 3.58E+01 9.75E+00 3.62E+00 7.37E-01 1.00E-30 1.00E-30
  19.00  1.380  1.19E+08 3.23E+07 3.20E+08 7.48E+05 1.48E+06 2.09E+06 2.51E+06 2.75E+06 2.74E+06 2.65E+06 2.34E+06 2.03E+06 1.66E+06 1.28E+06 9.42E+05 6.43E+05 4.30E+05 2.63E+05 1.59E+05 9.06E+04 4.84E+04 2.49E+04 1.18E+04 5.46E+03 2.19E+03 8.87E+02 3.21E+02 1.02E+02 3.24E+01 8.85E+00 1.24E+00 1.00E-30 1.00E-30
  20.00  1.416  1.99E+08 5.11E+07 5.25E+08 1.16E+06 2.29E+06 3.25E+06 3.91E+06 4.32E+06 4.35E+06 4.23E+06 3.76E+06 3.31E+06 2.74E+06 2.15E+06 1.61E+06 1.12E+06 7.62E+05 4.75E+05 2.94E+05 1.70E+05 9.29E+04 4.86E+04 2.35E+04 1.10E+04 4.65E+03 1.95E+03 7.55E+02 2.65E+02 8.23E+01 1.90E+01 3.49E+00 9.48E-01 2.37E-01
  22.50  1.502  7.87E+08 1.47E+08 1.61E+09 3.10E+06 6.12E+06 8.71E+06 1.06E+07 1.19E+07 1.22E+07 1.20E+07 1.10E+07 9.95E+06 8.46E+06 6.86E+06 5.32E+06 3.87E+06 2.76E+06 1.81E+06 1.17E+06 7.05E+05 4.03E+05 2.20E+05 1.11E+05 5.53E+04 2.52E+04 1.13E+04 4.70E+03 1.76E+03 6.16E+02 1.90E+02 5.67E+01 1.21E+01 2.08E+00
  25.00  1.583  2.33E+09 3.77E+08 4.43E+09 7.57E+06 1.50E+07 2.14E+07 2.63E+07 2.96E+07 3.06E+07 3.07E+07 2.87E+07 2.63E+07 2.30E+07 1.91E+07 1.54E+07 1.16E+07 8.57E+06 5.88E+06 3.97E+06 2.51E+06 1.50E+06 8.54E+05 4.52E+05 2.35E+05 1.11E+05 5.18E+04 2.24E+04 9.07E+03 3.49E+03 1.18E+03 3.88E+02 1.02E+02 2.09E+01
  30.00  1.734  1.94E+10 2.03E+09 2.59E+10 3.78E+07 7.47E+07 1.07E+08 1.33E+08 1.50E+08 1.58E+08 1.60E+08 1.52E+08 1.43E+08 1.28E+08 1.11E+08 9.22E+07 7.31E+07 5.72E+07 4.20E+07 3.04E+07 2.09E+07 1.37E+07 8.51E+06 4.94E+06 2.78E+06 1.44E+06 7.24E+05 3.40E+05 1.51E+05 6.24E+04 2.41E+04 8.95E+03 2.88E+03 8.86E+02
  40.00  2.003  8.50E+11 4.92E+10 6.58E+11 8.81E+08 1.74E+09 2.51E+09 3.10E+09 3.52E+09 3.71E+09 3.77E+09 3.61E+09 3.40E+09 3.07E+09 2.68E+09 2.27E+09 1.84E+09 1.48E+09 1.14E+09 8.65E+08 6.34E+08 4.51E+08 3.11E+08 2.05E+08 1.34E+08 8.18E+07 4.89E+07 2.76E+07 1.46E+07 7.35E+06 3.38E+06 1.50E+06 5.96E+05 2.31E+05
  50.00  2.239  1.98E+13 1.12E+12 1.53E+13 1.96E+10 3.89E+10 5.60E+10 6.93E+10 7.92E+10 8.35E+10 8.56E+10 8.21E+10 7.79E+10 7.08E+10 6.22E+10 5.31E+10 4.33E+10 3.52E+10 2.71E+10 2.08E+10 1.55E+10 1.11E+10 7.80E+09 5.26E+09 3.53E+09 2.25E+09 1.43E+09 8.69E+08 5.14E+08 2.94E+08 1.59E+08 8.43E+07 4.11E+07 1.94E+07
  60.00  2.453  6.27E+14 3.65E+13 5.12E+14 5.35E+11 1.06E+12 1.57E+12 2.04E+12 2.48E+12 2.50E+12 2.63E+12 2.56E+12 2.57E+12 2.29E+12 2.00E+12 1.74E+12 1.48E+12 1.25E+12 9.75E+11 7.55E+11 5.84E+11 4.33E+11 3.08E+11 2.12E+11 1.41E+11 9.58E+10 6.34E+10 4.00E+10 2.43E+10 1.43E+10 8.43E+09 4.86E+09 2.48E+09 1.27E+09
  70.00  2.649  1.25E+16 6.95E+14 1.04E+16 9.79E+12 1.95E+13 2.88E+13 3.78E+13 4.62E+13 4.69E+13 4.97E+13 4.88E+13 4.94E+13 4.47E+13 3.97E+13 3.50E+13 3.03E+13 2.59E+13 2.05E+13 1.63E+13 1.28E+13 9.77E+12 7.13E+12 5.06E+12 3.47E+12 2.44E+12 1.66E+12 1.09E+12 6.83E+11 4.18E+11 2.55E+11 1.54E+11 8.26E+10 4.44E+10
  80.00  2.832  2.06E+17 1.12E+16 1.73E+17 1.51E+14 3.00E+14 4.44E+14 5.83E+14 7.13E+14 7.30E+14 7.79E+14 7.71E+14 7.85E+14 7.17E+14 6.46E+14 5.76E+14 5.05E+14 4.39E+14 3.55E+14 2.86E+14 2.29E+14 1.78E+14 1.33E+14 9.67E+13 6.81E+13 4.91E+13 3.44E+13 2.32E+13 1.51E+13 9.58E+12 6.07E+12 3.80E+12 2.14E+12 1.21E+12
  90.00  3.004  2.90E+18 1.55E+17 2.49E+18 2.02E+15 4.01E+15 5.95E+15 7.81E+15 9.59E+15 9.85E+15 1.05E+16 1.05E+16 1.08E+16 9.93E+15 9.05E+15 8.16E+15 7.24E+15 6.37E+15 5.21E+15 4.27E+15 3.48E+15 2.74E+15 2.09E+15 1.55E+15 1.11E+15 8.22E+14 5.90E+14 4.08E+14 2.74E+14 1.79E+14 1.17E+14 7.57E+13 4.43E+13 2.60E+13
 100.00  3.166  3.64E+19 1.91E+18 3.15E+19 2.40E+16 4.77E+16 7.07E+16 9.30E+16 1.14E+17 1.18E+17 1.27E+17 1.27E+17 1.31E+17 1.22E+17 1.12E+17 1.02E+17 9.10E+16 8.09E+16 6.71E+16 5.56E+16 4.60E+16 3.68E+16 2.85E+16 2.15E+16 1.57E+16 1.18E+16 8.65E+15 6.11E+15 4.20E+15 2.82E+15 1.89E+15 1.26E+15 7.61E+14 4.63E+14
 110.00  3.321  4.08E+20 2.11E+19 3.59E+20 2.57E+17 5.11E+17 7.58E+17 9.97E+17 1.22E+18 1.28E+18 1.38E+18 1.39E+18 1.44E+18 1.35E+18 1.24E+18 1.14E+18 1.03E+18 9.23E+17 7.71E+17 6.47E+17 5.40E+17 4.38E+17 3.44E+17 2.63E+17 1.96E+17 1.50E+17 1.11E+17 8.01E+16 5.62E+16 3.84E+16 2.64E+16 1.79E+16 1.12E+16 6.99E+15
 120.00  3.468  4.19E+21 2.14E+20 3.72E+21 2.52E+18 5.01E+18 7.44E+18 9.75E+18 1.20E+19 1.26E+19 1.36E+19 1.38E+19 1.43E+19 1.35E+19 1.26E+19 1.16E+19 1.05E+19 9.55E+18 8.04E+18 6.81E+18 5.74E+18 4.70E+18 3.73E+18 2.90E+18 2.19E+18 1.70E+18 1.27E+18 9.31E+17 6.67E+17 4.66E+17 3.25E+17 2.25E+17 1.44E+17 9.25E+16
